,BuildingType,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofFloors,PropertyGFATotal,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity(kgCO2e/ft2)
2601,2,6,4,1964,4.0,35138,42.0,34.2,1015172.0,1015214.0,0.0,7.08,0.08
2602,2,6,4,1916,3.0,20340,66.0,67.5,1372834.0,257302.0,1115542.0,61.04,2.95
2603,3,8,4,1960,5.0,46527,82.0,55.0,2559403.0,709145.0,1850287.0,103.21,2.15
2604,2,6,4,1924,3.0,46274,92.0,51.6,2076612.0,383582.0,1693045.0,92.59,1.97
2605,2,6,7,1977,4.0,31008,22.0,51.6,1251906.0,706335.0,545600.0,33.9,1.0
2606,3,8,6,1968,5.0,53862,93.0,28.1,1371779.0,1371836.0,0.0,9.56,0.07
2607,4,11,7,1980,3.0,30408,60.0,58.6,1464856.0,1464917.0,0.0,10.21,0.13
2609,3,8,7,2007,8.0,66204,95.0,34.5,1983256.0,1093929.0,889373.0,54.86,0.76
2611,4,17,7,1920,3.0,30109,88.0,50.8,1441631.0,920487.0,521182.0,34.1,1.0
2612,2,6,6,1980,4.0,27480,87.0,21.2,581589.0,581613.0,0.0,4.05,0.06
2613,6,4,12,1964,2.0,39929,83.0,45.1,1800331.0,1025321.0,775053.0,48.31,1.1
2614,2,6,10,1947,3.0,24920,82.0,56.7,1412561.0,187868.0,1224700.0,66.35,2.63
2615,4,17,7,1960,2.0,25481,95.0,29.1,741269.0,196888.0,544389.0,30.29,1.16
2617,1,1,3,1983,22.0,195788,60.0,41.9,7131481.0,7131775.0,0.0,49.72,0.1
2618,2,6,4,2007,4.0,29421,90.0,24.9,951421.0,942523.0,8937.0,7.05,0.1
2619,3,8,7,1997,6.0,48600,92.0,36.6,1777652.0,996287.0,781406.0,48.45,0.91
2620,3,8,7,1991,5.0,29803,66.0,57.0,1412586.0,407746.0,1004857.0,56.21,1.83
2621,2,6,9,1985,3.0,40894,9.0,42.1,1272755.0,1272808.0,0.0,8.87,0.08
2623,2,6,9,1981,3.0,47419,74.0,25.9,1230010.0,1230061.0,0.0,8.57,0.07
2624,3,8,6,2013,7.0,88450,94.0,24.7,2375425.0,1620363.0,755129.0,51.4,0.5
2625,4,17,6,1912,2.0,27788,80.0,53.5,2004777.0,1526181.0,478659.0,36.06,1.06
2626,3,8,6,2006,6.0,524720,72.0,40.9,6462938.0,3940365.0,2522736.0,161.45,0.28
2627,2,6,4,1928,4.0,43096,43.0,80.2,3458484.0,390503.0,3067997.0,165.66,3.81
2628,2,6,4,1914,4.0,23242,66.0,28.8,670367.0,670394.0,0.0,4.67,0.08
2629,3,8,4,1968,8.0,49256,72.0,35.6,1754108.0,1064244.0,689909.0,44.06,0.8
2630,2,6,4,1906,3.0,33736,96.0,28.9,976537.0,630867.0,345696.0,22.76,0.59
2631,2,6,4,1965,4.0,30240,70.0,24.8,687049.0,687077.0,0.0,4.79,0.06
2632,2,6,4,1926,3.0,25958,92.0,27.6,715728.0,400820.0,314924.0,19.52,0.69
2633,2,6,6,1993,4.0,55372,73.0,42.0,2326565.0,778733.0,1547864.0,87.64,1.52
2634,4,3,10,1990,4.0,41704,84.0,46.3,1929698.0,995707.0,934033.0,56.55,1.25
2635,2,6,7,1930,3.0,25380,69.0,49.2,1248069.0,197495.0,1050582.0,57.17,2.22
2636,2,6,7,1965,3.0,39967,60.0,26.7,989795.0,989836.0,0.0,6.9,0.07
2638,4,10,5,1941,2.0,22324,52.0,25.2,529072.0,193851.0,335229.0,19.16,0.82
2641,2,6,8,1979,4.0,99893,73.0,38.9,3881630.0,2033777.0,1847937.0,112.32,1.04
2642,2,6,8,1984,4.0,140594,100.0,22.3,3134621.0,849916.0,2284740.0,127.27,0.88
2643,2,6,8,1979,3.0,102298,50.0,29.6,2613607.0,2461608.0,152101.0,25.24,0.14
2644,2,6,4,1925,3.0,67304,48.0,35.8,2165371.0,1185008.0,980412.0,60.33,0.82
2645,2,16,8,2005,4.0,99941,73.0,47.4,4212149.0,3087027.0,1125250.0,81.28,0.68
2646,2,6,4,1907,3.0,22800,94.0,48.0,1095286.0,245159.0,850137.0,46.86,2.01
2647,4,17,4,1922,3.0,27600,83.0,43.0,961749.0,844715.0,117069.0,12.11,0.31
2648,2,6,4,1907,3.0,26684,93.0,22.4,597210.0,597235.0,0.0,4.16,0.06
2649,3,8,4,1923,6.0,72576,98.0,47.3,3435687.0,688753.0,2746962.0,150.69,2.04
2650,3,8,4,1926,6.0,33279,31.0,75.6,2402535.0,434395.0,1968158.0,107.56,3.18
2651,3,8,4,1925,8.0,57504,96.0,29.2,1677881.0,1132575.0,545353.0,36.86,0.56
2652,2,6,4,1906,3.0,25536,97.0,68.0,1736775.0,389337.0,1347454.0,74.28,2.84
2653,2,6,7,1989,4.0,30720,90.0,28.9,888561.0,888598.0,0.0,6.19,0.08
2654,2,6,7,1987,4.0,44832,95.0,18.2,816508.0,816542.0,0.0,5.69,0.05
2655,2,6,7,1968,4.0,78120,99.0,19.6,1366876.0,1366933.0,0.0,9.53,0.05
2656,4,16,10,1961,2.0,55974,56.0,106.2,5948007.0,2690671.0,3257448.0,191.76,3.22
2657,2,6,10,1916,3.0,28256,94.0,19.9,563237.0,530509.0,32750.0,5.44,0.11
2659,6,4,5,1971,2.0,52901,82.0,37.5,1986384.0,1181533.0,804900.0,50.98,0.87
2660,2,6,4,1968,3.0,59502,27.0,37.4,2009324.0,2009408.0,0.0,14.01,0.09
2661,4,16,8,1954,1.0,22583,94.0,85.4,1929011.0,803290.0,1125755.0,65.39,2.74
2663,2,6,6,1925,3.0,28187,96.0,20.9,590193.0,265865.0,324339.0,19.08,0.64
2664,4,17,6,1997,3.0,31686,46.0,64.7,2051501.0,2051586.0,0.0,14.3,0.17
2665,4,17,6,1981,3.0,26694,95.0,26.3,654664.0,654691.0,0.0,4.56,0.07
2666,2,6,10,1967,4.0,21440,62.0,31.2,531563.0,531585.0,0.0,3.71,0.07
2667,2,6,0,1969,3.0,20143,52.0,29.2,588839.0,588863.0,0.0,4.11,0.08
2668,2,6,9,1926,3.0,21158,100.0,29.3,619409.0,153297.0,466119.0,25.82,1.19
2669,4,10,10,1972,1.0,29400,68.0,9.2,230365.0,230374.0,0.0,1.61,0.02
2670,4,3,5,1992,3.0,22452,78.0,60.3,1354219.0,589893.0,764350.0,44.71,1.88
2671,3,8,4,1989,6.0,113665,95.0,22.5,2556916.0,1877371.0,679623.0,49.18,0.36
2673,1,1,9,1971,10.0,78600,14.0,44.9,3529643.0,2918915.0,610848.0,52.79,0.51
2674,2,6,9,1928,3.0,27996,91.0,34.0,810543.0,434243.0,376317.0,23.01,0.76
2675,4,11,9,1912,2.0,25767,19.0,94.3,1644233.0,1644301.0,0.0,11.46,0.17
2676,4,14,9,1953,4.0,33910,72.0,63.8,1853271.0,1351956.0,501371.0,36.05,0.89
2678,2,6,9,1923,3.0,26008,84.0,45.6,1094343.0,238729.0,855624.0,47.11,1.77
2679,2,6,9,1999,4.0,34962,77.0,20.4,712126.0,712155.0,0.0,4.96,0.05
2680,2,6,9,1959,4.0,26185,90.0,23.7,621698.0,621723.0,0.0,4.33,0.06
2681,3,8,9,2007,7.0,130600,92.0,26.2,3418302.0,3418444.0,0.0,23.83,0.07
2682,2,6,9,1926,3.0,22018,90.0,25.1,552391.0,296871.0,255532.0,15.64,0.65
2683,2,6,10,1983,4.0,25721,23.0,36.6,942362.0,942401.0,0.0,6.57,0.1
2684,2,6,10,1985,3.0,27432,87.0,28.1,788055.0,788087.0,0.0,5.49,0.08
2685,3,16,10,1955,7.0,95599,51.0,81.7,7506587.0,2334061.0,5172623.0,290.99,2.94
2686,2,6,10,1930,3.0,32810,69.0,72.3,1965529.0,237443.0,1728095.0,93.43,2.82
2687,4,10,6,1979,2.0,78716,24.0,59.4,4673827.0,4384080.0,289928.0,45.96,0.34
2688,4,4,6,1910,2.0,33300,94.0,49.8,1530744.0,296504.0,1234253.0,67.62,1.99
2690,2,6,6,1978,4.0,23101,70.0,26.5,611336.0,611361.0,0.0,4.26,0.07
2691,2,6,7,1974,4.0,81821,27.0,36.3,2471623.0,2471725.0,0.0,17.23,0.08
2692,2,6,7,1908,3.0,135608,85.0,29.8,4982425.0,3730310.0,1252269.0,92.51,0.56
2693,2,6,7,1990,4.0,41126,23.0,50.3,2068762.0,1171182.0,897629.0,55.84,1.24
2694,2,6,7,1977,4.0,29088,92.0,23.5,571384.0,571408.0,0.0,3.98,0.05
2695,2,6,9,1965,4.0,30034,96.0,23.4,659450.0,659478.0,0.0,4.6,0.06
2698,2,6,9,1997,4.0,43644,96.0,22.1,736524.0,618389.0,118161.0,10.59,0.18
2699,3,8,9,1998,5.0,37002,88.0,25.3,935442.0,935481.0,0.0,6.52,0.07
2700,4,17,9,1957,1.0,27966,58.0,52.5,1101536.0,1101582.0,0.0,7.68,0.11
2704,4,9,9,1976,2.0,34948,22.0,57.4,1100575.0,1100620.0,0.0,7.67,0.08
2705,2,6,9,1925,3.0,34090,85.0,25.6,874117.0,874153.0,0.0,6.09,0.07
2707,2,6,10,1958,3.0,38035,100.0,15.8,602005.0,477345.0,124680.0,9.95,0.21
2708,2,6,10,2008,4.0,191226,85.0,27.9,8909924.0,5413851.0,3496298.0,223.43,1.05
2709,2,6,10,1986,4.0,55624,97.0,25.7,1056059.0,1056103.0,0.0,7.36,0.05
2710,1,1,10,1969,11.0,94410,33.0,49.4,4660015.0,3680691.0,979478.0,77.68,0.66
2713,2,6,3,1900,4.0,21840,98.0,18.0,479638.0,479657.0,0.0,3.34,0.06
2714,4,17,3,1900,4.0,22840,61.0,40.2,918514.0,918552.0,0.0,6.4,0.11
2717,3,8,3,1900,5.0,38765,94.0,20.2,540465.0,540488.0,0.0,3.77,0.04
2721,2,6,7,1930,3.0,23052,89.0,22.0,725487.0,688430.0,37086.0,6.77,0.17
2722,2,6,3,2005,4.0,41461,23.0,96.2,3242066.0,1300304.0,1941816.0,112.19,2.57
2723,4,7,11,2010,2.0,25880,14.0,71.0,1838121.0,1643962.0,194228.0,21.78,0.57
2724,3,8,11,1971,6.0,65418,45.0,37.7,2466267.0,1856640.0,609704.0,45.32,0.57
2725,2,6,1,2007,4.0,65161,55.0,29.9,1945075.0,1945156.0,0.0,13.56,0.08
2726,2,6,9,1981,4.0,28753,85.0,26.0,597761.0,597785.0,0.0,4.17,0.06
2730,2,6,9,1977,3.0,30358,97.0,21.0,526074.0,526096.0,0.0,3.67,0.05
2731,4,19,9,1950,3.0,46485,71.0,27.7,1767480.0,1010388.0,757134.0,47.25,0.92
2732,2,6,9,1958,3.0,25943,69.0,26.3,682420.0,682448.0,0.0,4.76,0.07
2733,2,6,9,1989,4.0,36992,99.0,21.4,497620.0,497641.0,0.0,3.47,0.04
2734,2,6,10,1988,4.0,27770,95.0,20.4,565458.0,549645.0,15836.0,4.67,0.08
2735,2,6,10,1991,4.0,52263,97.0,23.2,1214929.0,787594.0,427368.0,28.19,0.47
2736,4,17,10,1965,4.0,56896,81.0,46.5,1897180.0,1546343.0,350902.0,29.42,0.4
2737,2,6,10,1986,4.0,31023,68.0,27.0,839115.0,839150.0,0.0,5.85,0.07
2738,4,19,10,1978,2.0,27500,70.0,18.7,513888.0,306552.0,207349.0,13.15,0.43
2739,4,17,3,1930,2.0,36630,91.0,16.0,527803.0,527825.0,0.0,3.68,0.04
2741,4,17,3,1906,5.0,41920,92.0,29.7,1243282.0,1243334.0,0.0,8.67,0.08
2742,4,17,3,1905,5.0,36879,99.0,26.0,763065.0,424421.0,338661.0,20.94,0.52
2746,2,6,3,1905,4.0,25027,40.0,48.8,2108926.0,971953.0,1137013.0,67.16,2.52
2747,4,17,3,1905,2.0,33640,69.0,40.0,1093416.0,1093461.0,0.0,7.62,0.09
2748,4,10,3,1906,4.0,43484,18.0,36.3,1580597.0,1580662.0,0.0,11.02,0.1
2750,1,1,3,1979,12.0,74327,27.0,55.4,4120963.0,2681786.0,1439289.0,95.14,1.12
2751,2,6,3,1926,2.0,20304,98.0,58.7,1191926.0,220967.0,970968.0,53.11,2.57
2753,4,3,3,1925,4.0,33018,46.0,167.3,4912520.0,1826686.0,3085910.0,176.63,5.11
2754,2,16,3,1998,3.0,43380,53.0,70.4,3055176.0,1646099.0,1409145.0,86.31,1.83
2755,4,17,3,1970,2.0,26510,91.0,31.7,975721.0,878981.0,96777.0,11.27,0.28
2756,2,6,1,1961,4.0,72566,59.0,32.3,2342962.0,2225124.0,117931.0,21.77,0.17
2757,2,6,1,1959,4.0,25966,10.0,45.1,1170597.0,1170645.0,0.0,8.16,0.12
2758,3,8,8,1996,5.0,33456,92.0,42.3,847767.0,847802.0,0.0,5.91,0.07
2759,2,6,4,1966,4.0,63336,54.0,28.9,1833381.0,1833457.0,0.0,12.78,0.08
2760,2,6,1,1998,4.0,63236,74.0,30.2,1911591.0,1492266.0,419387.0,32.68,0.42
2761,2,6,8,1982,3.0,44202,83.0,24.4,1079477.0,1079522.0,0.0,7.53,0.07
2762,3,8,4,1961,6.0,80539,29.0,96.3,6388136.0,1281195.0,5106994.0,280.16,3.41
2763,2,6,4,1959,3.0,45067,86.0,46.6,2098850.0,497754.0,1601116.0,88.51,1.92
2764,2,6,6,1989,3.0,21990,81.0,28.4,625088.0,625114.0,0.0,4.36,0.08
2765,2,6,7,1984,4.0,90372,84.0,21.9,1716674.0,1716745.0,0.0,11.97,0.05
2766,1,1,4,1962,11.0,67813,82.0,43.3,2938076.0,1660685.0,1277459.0,79.42,1.07
2767,2,6,6,1999,4.0,38270,60.0,33.8,959739.0,681025.0,278742.0,19.55,0.43
2769,4,10,6,1938,1.0,40028,78.0,19.4,962238.0,958572.0,3706.0,6.88,0.07
2770,4,17,6,2007,3.0,44510,19.0,87.8,2308120.0,2308216.0,0.0,16.09,0.14
2771,4,19,8,1954,1.0,21624,78.0,29.3,633536.0,301971.0,331578.0,19.72,0.85
2772,3,8,8,2002,6.0,81608,94.0,27.2,1568348.0,1519670.0,48741.0,13.18,0.08
2773,2,6,10,1967,4.0,21841,93.0,20.2,452614.0,452633.0,0.0,3.16,0.06
2774,6,4,10,1970,1.0,42239,71.0,48.5,2196843.0,1064387.0,1132500.0,67.57,1.49
2777,2,6,1,1967,2.0,24621,68.0,27.1,667548.0,667576.0,0.0,4.65,0.07
2778,3,8,3,1910,5.0,40420,97.0,33.6,1357408.0,742175.0,615264.0,37.85,0.86
2779,3,8,3,1979,8.0,75477,15.0,60.2,4547129.0,3144796.0,1402464.0,96.41,1.1
2782,2,6,3,1910,4.0,36000,7.0,36.0,1296290.0,1296343.0,0.0,9.04,0.1
2783,3,8,3,1910,6.0,47607,99.0,52.2,2140300.0,1421780.0,718579.0,48.08,0.88
2784,4,3,3,1910,5.0,40552,99.0,28.7,1162131.0,223803.0,938337.0,51.4,1.24
2787,2,6,3,1910,4.0,23200,71.0,34.1,791542.0,791575.0,0.0,5.52,0.09
2788,3,8,3,1991,5.0,97737,87.0,27.8,2719995.0,2053423.0,666657.0,49.72,0.42
2789,1,1,3,1973,12.0,76094,19.0,46.7,3556291.0,2544809.0,1011587.0,71.47,0.8
2791,3,16,3,2005,7.0,134974,100.0,34.7,3724014.0,2205511.0,1518595.0,96.03,0.64
2794,4,14,3,1917,2.0,24550,100.0,7.4,181491.0,75306.0,106188.0,6.16,0.24
2795,2,6,3,1916,3.0,24171,100.0,16.2,391058.0,391074.0,0.0,2.73,0.04
2797,2,6,3,1909,4.0,34560,92.0,30.2,1054995.0,745076.0,309950.0,21.66,0.53
2798,2,6,0,1980,3.0,57770,70.0,31.0,1060303.0,1060347.0,0.0,7.39,0.05
2799,2,6,6,1989,4.0,23341,88.0,26.7,622051.0,470103.0,151967.0,11.35,0.4
2800,6,4,6,2000,2.0,61052,84.0,35.9,2189030.0,1636098.0,553000.0,40.78,0.55
2801,2,6,9,1949,2.0,65042,47.0,31.6,2054077.0,2054163.0,0.0,14.32,0.08
2802,3,8,9,1968,8.0,143960,99.0,28.2,2805926.0,1951669.0,854338.0,58.98,0.35
2805,2,6,9,1979,3.0,36300,97.0,17.4,631201.0,631227.0,0.0,4.4,0.05
2808,4,13,9,1929,3.0,22124,75.0,31.0,686949.0,686977.0,0.0,4.79,0.08
2809,2,6,9,1988,4.0,34795,77.0,30.8,1071912.0,1071957.0,0.0,7.47,0.08
2811,4,13,9,1926,3.0,27487,86.0,54.9,1509492.0,424759.0,1084750.0,60.57,2.14
2812,4,13,9,1926,4.0,23616,49.0,78.8,1860901.0,740501.0,1120430.0,64.67,2.6
2813,2,6,9,1928,3.0,20629,43.0,59.3,1224276.0,391603.0,832689.0,46.95,2.19
2814,4,13,9,1976,3.0,33448,77.0,29.0,970118.0,970158.0,0.0,6.76,0.08
2816,4,16,1,1987,2.0,74840,48.0,112.8,8442782.0,4041593.0,4401357.0,261.93,3.27
2819,4,4,1,1925,2.0,22344,49.0,62.0,1386331.0,509910.0,876442.0,50.1,2.14
2820,2,6,1,1912,4.0,24980,15.0,51.5,1285930.0,827350.0,458615.0,30.12,1.06
2821,2,6,1,1989,4.0,24415,74.0,30.3,739711.0,739741.0,0.0,5.16,0.08
2822,2,6,1,1910,3.0,31300,98.0,27.9,873776.0,541846.0,331953.0,21.41,0.61
2826,2,6,5,2005,3.0,58035,98.0,21.4,915417.0,915455.0,0.0,6.38,0.04
2827,2,6,5,2005,4.0,54300,81.0,27.1,1187261.0,1187310.0,0.0,8.28,0.06
2828,1,1,3,1991,24.0,220018,1.0,63.3,11047668.0,9646251.0,1401818.0,141.7,0.46
2830,2,16,12,2000,4.0,76699,90.0,73.6,4235405.0,2895815.0,1339710.0,91.34,1.03
2833,3,8,3,1911,5.0,81120,99.0,35.0,1503823.0,1503885.0,0.0,10.48,0.05
2834,4,9,9,1999,2.0,32928,11.0,165.1,5420552.0,5420777.0,0.0,37.79,0.44
2835,4,19,9,1954,2.0,20039,99.0,6.1,122156.0,122161.0,0.0,0.85,0.02
2836,6,4,9,1928,2.0,54943,95.0,34.5,1976400.0,650027.0,1326400.0,74.98,1.31
2837,4,10,5,1960,1.0,44476,34.0,28.5,1177257.0,1007440.0,169859.0,16.04,0.26
2838,4,17,5,1969,1.0,35017,56.0,47.3,1418400.0,1032877.0,385565.0,27.68,0.66
2839,4,13,9,1950,3.0,29084,69.0,60.7,1576953.0,535723.0,1041252.0,59.04,1.95
2840,3,8,9,1923,7.0,100234,92.0,49.7,4983934.0,908844.0,4075128.0,222.77,2.18
2841,2,6,5,2009,3.0,37361,66.0,37.3,1395311.0,692048.0,703292.0,42.18,1.05
2842,2,6,3,1992,4.0,35655,78.0,29.1,1425599.0,995578.0,430062.0,29.78,0.72
2844,3,8,3,2000,5.0,294707,65.0,89.8,20038944.0,14964568.0,5074996.0,373.85,1.05
2845,3,8,6,2008,6.0,103931,80.0,31.8,2947670.0,2947792.0,0.0,20.55,0.08
2847,2,6,4,2003,4.0,88426,52.0,38.7,2679900.0,2162954.0,517036.0,42.54,0.38
2848,1,16,7,1960,10.0,241387,44.0,48.1,9523142.0,9523536.0,0.0,66.39,0.11
2849,4,19,11,1963,2.0,22952,98.0,20.1,462192.0,132736.0,329462.0,18.42,0.78
2851,2,6,12,1967,4.0,26528,89.0,24.4,646691.0,646718.0,0.0,4.51,0.07
2852,3,8,4,1969,7.0,29618,55.0,39.8,1179579.0,1179628.0,0.0,8.22,0.11
2853,2,6,10,1969,4.0,20851,95.0,23.6,491792.0,376360.0,115448.0,8.76,0.34
2854,2,6,6,1990,4.0,36792,79.0,32.5,1196982.0,750853.0,446160.0,28.93,0.7
2855,2,6,8,1983,3.0,23512,88.0,26.8,630578.0,475773.0,154824.0,11.54,0.4
2856,2,6,1,2004,3.0,49518,44.0,36.7,1820085.0,979080.0,841046.0,51.49,0.95
2858,3,8,7,1963,7.0,28277,93.0,24.5,691647.0,691676.0,0.0,4.82,0.07
2859,2,6,7,1958,4.0,21602,98.0,24.1,520405.0,318393.0,202025.0,12.95,0.54
2860,2,6,7,1988,3.0,65689,76.0,20.6,1354208.0,1354264.0,0.0,9.44,0.06
2861,3,8,0,2007,6.0,109222,86.0,29.0,3162976.0,2938581.0,224517.0,32.41,0.18
2862,2,6,12,1957,2.0,21596,81.0,25.3,546533.0,546555.0,0.0,3.81,0.07
2863,4,10,5,1976,1.0,21040,38.0,28.7,604591.0,293348.0,311256.0,18.58,0.82
2864,4,10,5,1951,2.0,28032,61.0,35.2,1056740.0,493531.0,563229.0,33.35,1.11
2865,4,0,5,1974,1.0,25620,83.0,18.1,463371.0,194109.0,269270.0,15.65,0.58
2866,4,10,3,1992,3.0,33238,11.0,53.2,1769137.0,1769210.0,0.0,12.33,0.14
2867,4,4,4,1912,4.0,27800,8.0,107.0,1187058.0,518887.0,668192.0,39.1,1.33
2868,2,6,1,2002,4.0,26255,98.0,31.4,823460.0,471787.0,351693.0,21.97,0.76
2869,4,5,3,2000,6.0,706176,78.0,59.5,13256662.0,13257211.0,0.0,92.42,0.05
2871,2,6,4,1913,4.0,26355,2.0,78.1,2057836.0,978923.0,1078954.0,64.13,2.27
2874,2,6,11,1963,3.0,27984,33.0,35.9,1003551.0,1003592.0,0.0,7.0,0.1
2876,1,1,4,1969,10.0,139127,19.0,37.8,5261096.0,5261314.0,0.0,36.68,0.1
2877,2,6,4,1965,4.0,26153,77.0,26.8,609101.0,609126.0,0.0,4.25,0.06
2878,3,8,4,1924,7.0,95611,64.0,74.3,7102912.0,1330541.0,5772425.0,315.85,3.24
2879,3,8,4,1928,5.0,32980,80.0,39.2,1293390.0,772805.0,520617.0,33.04,0.9
2880,1,1,3,1973,26.0,187080,85.0,34.7,6482380.0,5407026.0,1075579.0,94.82,0.38
2882,2,6,8,1974,3.0,35333,75.0,27.0,835258.0,835293.0,0.0,5.82,0.06
2883,2,6,10,2004,4.0,39331,33.0,37.4,1470481.0,1148291.0,322238.0,25.12,0.51
2884,2,6,6,2008,4.0,57486,92.0,23.0,1320431.0,1320486.0,0.0,9.21,0.06
2885,6,4,10,1954,1.0,42128,87.0,40.2,1695009.0,862245.0,832800.0,50.24,1.1
2886,2,6,7,1982,4.0,77966,87.0,37.3,2909222.0,1490068.0,1419216.0,85.76,1.02
2887,2,6,7,1965,3.0,28944,45.0,34.6,835085.0,774679.0,60438.0,8.61,0.18
2888,3,8,3,1904,5.0,30189,100.0,24.6,741850.0,602212.0,139663.0,11.62,0.3
2890,2,6,12,1926,3.0,23671,54.0,34.2,809791.0,488961.0,320850.0,20.45,0.78
2891,6,4,0,1932,2.0,44753,84.0,53.2,2476833.0,614759.0,1862100.0,103.18,2.25
2893,2,6,1,2002,4.0,29808,83.0,36.9,943938.0,524415.0,419544.0,25.94,0.79
2894,2,6,4,1969,4.0,27878,57.0,27.6,640374.0,640401.0,0.0,4.46,0.06
2895,2,6,4,1910,3.0,23597,37.0,79.7,2171445.0,917551.0,1253932.0,72.99,2.93
2897,2,6,4,1910,3.0,24682,77.0,105.5,2523037.0,971352.0,1551725.0,89.18,3.44
2898,3,8,11,2012,5.0,121773,79.0,25.6,3093378.0,2097208.0,996257.0,67.53,0.48
2899,2,6,9,1994,3.0,50095,84.0,27.6,964970.0,965010.0,0.0,6.73,0.05
2900,1,1,3,2007,12.0,175353,50.0,43.5,6268627.0,4311528.0,1957278.0,134.01,0.66
2901,2,6,5,1980,4.0,26245,79.0,27.8,730672.0,730702.0,0.0,5.09,0.07
2902,2,6,10,1987,3.0,103345,37.0,44.1,4054582.0,3127902.0,926810.0,71.03,0.56
2903,3,8,10,2005,6.0,93191,95.0,28.7,1880890.0,1880968.0,0.0,13.11,0.05
2904,2,6,8,1999,4.0,40317,57.0,29.1,928409.0,928448.0,0.0,6.47,0.06
2905,2,6,6,1991,4.0,31500,93.0,20.2,501741.0,501762.0,0.0,3.5,0.04
2906,2,6,8,1976,3.0,21520,89.0,20.1,432545.0,432563.0,0.0,3.02,0.05
2907,2,6,8,1976,4.0,21580,87.0,22.8,492481.0,492501.0,0.0,3.43,0.06
2908,2,6,8,1969,3.0,97254,75.0,22.5,2185193.0,2185284.0,0.0,15.23,0.06
2909,2,6,8,1975,3.0,28899,65.0,31.7,916864.0,916902.0,0.0,6.39,0.08
2910,2,6,8,1975,3.0,57496,86.0,20.2,1160266.0,1160314.0,0.0,8.09,0.05
2911,2,6,8,1985,4.0,48863,82.0,22.6,1116705.0,1116751.0,0.0,7.78,0.06
2912,2,6,8,1966,4.0,165694,71.0,23.9,4309177.0,4309354.0,0.0,30.04,0.07
2913,2,6,8,1968,3.0,143369,85.0,22.1,3093944.0,3094072.0,0.0,21.57,0.06
2914,2,6,8,1976,3.0,44230,69.0,22.8,1803923.0,1803998.0,0.0,12.58,0.11
2916,1,1,3,2007,13.0,187139,49.0,35.9,6711975.0,5613188.0,1099019.0,97.5,0.39
2917,3,8,4,1990,5.0,57091,73.0,27.2,1550901.0,1550965.0,0.0,10.81,0.07
2918,2,6,9,1958,3.0,30240,54.0,28.6,866242.0,866278.0,0.0,6.04,0.08
2919,2,6,8,1979,3.0,21798,75.0,28.5,517029.0,517050.0,0.0,3.6,0.06
2920,2,6,9,1981,3.0,42448,61.0,28.5,1207700.0,1207750.0,0.0,8.42,0.08
2921,3,8,6,2002,5.0,125241,91.0,42.3,5862083.0,2446696.0,3415488.0,198.45,1.5
2923,2,6,4,1931,4.0,32430,78.0,25.1,813038.0,813072.0,0.0,5.67,0.07
2925,2,6,11,1971,4.0,87696,71.0,25.0,2188452.0,2188543.0,0.0,15.26,0.07
2926,2,6,4,1984,4.0,50299,50.0,40.4,1667781.0,1667850.0,0.0,11.63,0.09
2927,2,6,7,1949,4.0,34882,100.0,14.8,425574.0,425592.0,0.0,2.97,0.03
2928,2,6,4,1980,4.0,26808,72.0,24.8,664072.0,664100.0,0.0,4.63,0.07
2929,6,4,0,1989,2.0,57298,82.0,31.0,1886007.0,1886085.0,0.0,13.15,0.09
2930,1,1,4,1981,18.0,78538,5.0,72.0,5657046.0,4170354.0,1486865.0,108.04,1.15
2934,2,6,7,1985,4.0,24581,100.0,22.7,567072.0,567095.0,0.0,3.95,0.06
2935,2,6,7,1978,3.0,34066,75.0,24.4,832168.0,832203.0,0.0,5.8,0.07
2937,2,6,4,1911,4.0,33430,83.0,62.6,2092251.0,324161.0,1768104.0,96.16,2.83
2940,1,1,9,1971,11.0,72831,22.0,34.8,2436549.0,2289164.0,147480.0,23.79,0.19
2941,3,8,9,2006,6.0,82254,84.0,27.9,1686248.0,1686318.0,0.0,11.76,0.05
2943,2,6,7,2002,4.0,58359,78.0,29.2,1706301.0,1081814.0,624532.0,40.71,0.62
2944,2,6,10,2002,4.0,23236,78.0,24.9,578150.0,578174.0,0.0,4.03,0.07
2946,3,8,6,1996,7.0,39329,74.0,23.6,929688.0,929726.0,0.0,6.48,0.06
2949,2,6,7,2005,4.0,87261,95.0,18.1,1760694.0,1057194.0,703544.0,44.74,0.46
2950,2,6,7,1989,3.0,34854,69.0,27.5,705960.0,705989.0,0.0,4.92,0.05
2952,4,10,5,1953,1.0,42420,40.0,19.0,805751.0,484395.0,321375.0,20.44,0.43
2956,2,6,1,1957,4.0,22810,35.0,36.3,827211.0,732544.0,94697.0,10.14,0.31
2957,2,6,7,1959,4.0,43346,5.0,98.2,4258124.0,1948572.0,2309633.0,136.25,2.95
2958,2,6,7,1948,3.0,53280,98.0,51.8,2759674.0,84073.0,2675604.0,142.69,2.67
2960,2,6,7,1958,4.0,21056,92.0,22.4,472532.0,472551.0,0.0,3.29,0.06
2962,4,10,5,1974,1.0,35046,100.0,31.7,1030150.0,817486.0,212698.0,17.0,0.38
