,BuildingType,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofFloors,PropertyGFATotal,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity(kgCO2e/ft2)
2200,3,8,4,1959,5.0,27910,42.0,33.1,843520.0,843555.0,0.0,5.88,0.08
2201,2,6,4,1961,4.0,23100,85.0,24.6,567521.0,567545.0,0.0,3.96,0.07
2202,2,6,4,1966,4.0,37509,31.0,65.9,2168281.0,479297.0,1689004.0,93.04,2.43
2206,4,17,5,1920,2.0,20150,81.0,28.4,571644.0,571667.0,0.0,3.99,0.08
2208,4,17,3,1910,5.0,32250,91.0,24.4,788027.0,659909.0,128145.0,11.41,0.27
2209,4,17,3,1909,7.0,36000,47.0,48.4,1523508.0,1523571.0,0.0,10.62,0.11
2213,4,17,5,1927,1.0,22580,90.0,42.0,948975.0,857989.0,91022.0,10.82,0.32
2214,2,6,12,1987,4.0,54871,70.0,29.2,1358226.0,1358282.0,0.0,9.47,0.07
2215,4,10,1,1926,1.0,20000,30.0,27.7,554528.0,114189.0,440344.0,24.18,1.18
2218,2,6,4,1928,4.0,22553,64.0,30.6,689930.0,689959.0,0.0,4.81,0.08
2219,2,6,4,1909,3.0,27504,97.0,41.8,1151027.0,201600.0,949436.0,51.83,1.85
2220,2,16,1,1988,4.0,63998,47.0,64.2,4107827.0,1527492.0,2580398.0,147.69,2.21
2222,3,8,1,2004,6.0,439604,99.0,24.5,5903033.0,3168818.0,2734346.0,167.31,0.35
2224,3,8,10,1970,9.0,127230,85.0,31.3,3603866.0,3530072.0,73941.0,28.54,0.1
2225,2,6,8,1967,4.0,20132,42.0,32.1,646377.0,646403.0,0.0,4.51,0.09
2226,4,16,8,2009,6.0,244500,99.0,48.2,11788719.0,6795266.0,4993733.0,312.59,1.16
2227,2,6,8,1980,4.0,33034,94.0,20.1,619847.0,619873.0,0.0,4.32,0.05
2229,4,10,5,1932,1.0,24617,98.0,4.1,94186.0,94189.0,0.0,0.66,0.01
2232,2,6,4,1966,4.0,38521,80.0,23.8,829052.0,829086.0,0.0,5.78,0.06
2233,2,6,4,1963,4.0,23968,94.0,25.2,603945.0,603970.0,0.0,4.21,0.07
2234,3,8,4,1967,6.0,51568,82.0,27.9,1438479.0,1076962.0,361562.0,26.71,0.43
2236,4,14,0,1993,1.0,25384,16.0,105.8,2483099.0,1830624.0,652551.0,47.42,1.56
2237,3,8,6,1967,6.0,29840,94.0,21.0,627698.0,627724.0,0.0,4.38,0.06
2238,4,17,5,1910,3.0,49052,90.0,43.9,1863468.0,1863545.0,0.0,12.99,0.1
2239,4,10,5,1900,2.0,52110,48.0,12.6,402136.0,131859.0,270282.0,15.27,0.28
2242,4,17,5,1923,1.0,26310,93.0,22.6,764906.0,631733.0,133199.0,11.48,0.33
2243,3,8,12,1996,6.0,20078,3.0,48.7,977150.0,977191.0,0.0,6.81,0.13
2245,2,6,11,1964,3.0,191330,55.0,31.5,6029311.0,5815002.0,214551.0,51.93,0.14
2246,4,14,11,1966,1.0,37883,93.0,197.8,10591549.0,5323739.0,5268029.0,316.9,7.76
2248,2,6,10,1985,4.0,29063,70.0,29.2,848734.0,848769.0,0.0,5.92,0.08
2249,4,4,2,1962,3.0,29874,95.0,38.8,1216543.0,296597.0,919958.0,50.93,1.66
2250,2,6,7,1948,2.0,22252,97.0,17.9,397624.0,397641.0,0.0,2.77,0.05
2251,4,19,7,1965,1.0,20140,34.0,46.0,1011399.0,125848.0,885556.0,47.91,2.35
2253,3,8,7,2003,5.0,52020,85.0,27.7,1440662.0,1103060.0,337647.0,25.62,0.4
2254,3,8,4,1991,7.0,39750,31.0,43.7,1419453.0,1122951.0,296548.0,23.58,0.47
2255,4,17,1,1971,2.0,39953,92.0,51.6,1552645.0,1182519.0,370175.0,27.9,0.57
2257,2,16,1,2001,4.0,94370,54.0,51.5,4863803.0,2867280.0,1996641.0,126.03,1.2
2263,3,8,9,1988,5.0,80701,100.0,22.2,1792425.0,1792499.0,0.0,12.5,0.06
2264,6,4,0,1931,3.0,117116,84.0,39.9,4677797.0,992537.0,3685300.0,202.65,1.69
2265,4,19,0,1928,2.0,24120,80.0,31.1,750854.0,269339.0,481526.0,27.45,1.09
2266,4,19,0,1929,3.0,35736,90.0,29.9,1068881.0,225543.0,843348.0,46.36,1.27
2267,2,6,0,1988,4.0,46686,95.0,23.5,850667.0,805876.0,44824.0,8.0,0.1
2268,2,6,8,1995,2.0,20261,95.0,25.0,505768.0,505789.0,0.0,3.53,0.07
2269,4,10,5,1941,1.0,51050,5.0,24.7,1224554.0,985438.0,239156.0,19.57,0.3
2272,4,0,5,1952,1.0,65164,98.0,4.2,276107.0,183767.0,92348.0,6.19,0.08
2273,4,10,5,1964,1.0,33462,1.0,64.2,2147013.0,2147102.0,0.0,14.97,0.17
2276,3,8,0,1968,7.0,239054,55.0,48.5,11598271.0,4798525.0,6799945.0,394.6,1.56
2277,1,1,4,1960,10.0,101706,1.0,125.7,12783255.0,2065415.0,10717926.0,583.63,5.65
2280,4,10,3,1930,1.0,23903,89.0,16.8,403800.0,135305.0,268501.0,15.2,0.61
2283,2,6,1,1926,3.0,27840,99.0,35.1,730292.0,322509.0,264648.0,16.3,0.54
2284,2,6,1,1978,3.0,20739,23.0,44.9,790671.0,790704.0,0.0,5.51,0.1
2286,2,6,5,1925,3.0,25120,96.0,23.9,601590.0,341868.0,259736.0,16.18,0.59
2288,1,1,5,1971,15.0,73898,32.0,43.6,3218565.0,2177024.0,1041632.0,70.5,0.83
2290,2,6,9,1972,2.0,136752,61.0,29.0,3281189.0,2661565.0,619735.0,51.47,0.29
2291,2,6,9,1977,3.0,120701,81.0,26.9,2650112.0,2650222.0,0.0,18.47,0.06
2292,2,6,10,2006,4.0,54238,30.0,33.1,1403869.0,1403005.0,922.0,9.83,0.07
2293,3,8,2,2002,6.0,41310,88.0,22.5,928084.0,928122.0,0.0,6.47,0.06
2294,3,8,12,2014,7.0,113204,81.0,38.6,2439061.0,1863407.0,575731.0,43.57,0.31
2295,3,8,12,2008,7.0,156605,99.0,34.9,3312125.0,1998970.0,1313238.0,83.68,0.48
2296,3,9,12,1991,5.0,163699,78.0,38.1,4020660.0,4020827.0,0.0,28.03,0.07
2298,3,8,4,1978,5.0,51910,57.0,31.7,1644969.0,1289452.0,355570.0,27.87,0.43
2300,1,1,7,1963,11.0,52334,61.0,26.4,1152639.0,1152687.0,0.0,8.04,0.06
2301,2,6,7,1963,4.0,48423,91.0,22.3,962971.0,963011.0,0.0,6.71,0.05
2302,2,6,10,1984,3.0,20980,97.0,22.6,384592.0,384608.0,0.0,2.68,0.05
2303,2,6,10,1986,3.0,30200,80.0,28.8,677279.0,677307.0,0.0,4.72,0.06
2304,2,6,10,1999,3.0,28190,95.0,26.9,555864.0,555887.0,0.0,3.88,0.05
2305,4,19,10,1951,2.0,21936,97.0,27.2,597744.0,70984.0,526763.0,28.47,1.28
2306,3,8,1,2003,7.0,109884,65.0,43.1,3786217.0,2991229.0,795111.0,63.08,0.46
2308,3,8,4,1966,5.0,30517,88.0,25.4,619870.0,619896.0,0.0,4.32,0.05
2309,2,6,7,1929,3.0,25368,52.0,34.5,876339.0,519946.0,356414.0,22.55,0.8
2310,2,6,8,1967,3.0,151450,84.0,25.8,3920913.0,3921076.0,0.0,27.33,0.07
2311,2,6,8,1978,4.0,37760,72.0,26.3,993738.0,993779.0,0.0,6.93,0.07
2312,2,6,2,1979,3.0,64618,95.0,22.1,1428696.0,1428756.0,0.0,9.96,0.06
2313,1,1,3,2001,12.0,162865,59.0,38.2,6132429.0,3952741.0,2179852.0,143.33,0.78
2314,2,6,10,1989,4.0,37580,86.0,28.5,1072855.0,1072900.0,0.0,7.48,0.08
2315,2,6,10,1967,3.0,25914,88.0,27.8,720005.0,466641.0,253383.0,16.71,0.57
2316,4,17,11,1967,2.0,23250,51.0,43.7,962725.0,962765.0,0.0,6.71,0.11
2317,3,8,11,1967,5.0,42090,24.0,36.2,1524620.0,1524683.0,0.0,10.63,0.1
2318,3,8,9,1996,6.0,71421,53.0,33.9,2423336.0,1784285.0,639125.0,46.38,0.54
2319,4,10,5,1960,1.0,30000,22.0,101.3,3039889.0,631417.0,2408499.0,132.32,4.32
2321,2,6,12,1986,3.0,24664,68.0,27.0,666909.0,666937.0,0.0,4.65,0.07
2322,2,6,4,1925,3.0,34580,51.0,74.2,2565555.0,349465.0,2216104.0,120.13,3.43
2323,2,6,4,1965,4.0,27580,90.0,30.0,828531.0,430613.0,397936.0,24.14,0.81
2324,3,8,4,1960,5.0,40721,69.0,26.9,1095744.0,1095789.0,0.0,7.64,0.07
2325,2,6,4,1965,4.0,41396,54.0,29.0,1199742.0,1199792.0,0.0,8.36,0.08
2326,2,6,4,1930,4.0,41241,64.0,69.7,2446842.0,361013.0,2085844.0,113.3,2.71
2327,2,6,4,1910,3.0,22532,79.0,32.3,728876.0,446320.0,282574.0,18.12,0.72
2328,1,1,4,1971,11.0,78199,11.0,51.4,4022735.0,2797320.0,1225531.0,84.59,0.93
2329,2,6,4,1928,3.0,21407,85.0,46.7,1000599.0,169926.0,830680.0,45.3,2.08
2330,2,6,4,1985,4.0,63505,52.0,29.8,1433267.0,1433327.0,0.0,9.99,0.06
2331,2,6,4,1907,3.0,35647,45.0,63.4,2261586.0,549553.0,1712056.0,94.76,2.59
2332,2,6,4,1926,4.0,22284,79.0,35.6,724153.0,427688.0,296482.0,18.73,0.76
2333,2,6,4,1910,3.0,35656,87.0,32.1,1143294.0,574906.0,568412.0,34.2,0.89
2334,2,6,4,1925,3.0,20640,43.0,77.8,1605669.0,171989.0,1433687.0,77.34,3.71
2335,3,8,4,1953,7.0,42182,90.0,59.2,2498980.0,494566.0,2004434.0,109.9,2.56
2336,2,6,4,1987,4.0,32288,93.0,25.8,631195.0,631221.0,0.0,4.4,0.05
2337,2,6,12,1987,4.0,31488,86.0,21.5,563298.0,563322.0,0.0,3.93,0.05
2338,6,4,12,1962,1.0,51410,82.0,38.3,1866800.0,973740.0,893100.0,54.22,0.97
2339,2,6,12,1979,3.0,31457,95.0,20.9,570982.0,571006.0,0.0,3.98,0.05
2340,2,6,4,1909,3.0,43162,89.0,24.9,1073507.0,1073552.0,0.0,7.48,0.07
2342,2,6,12,1963,4.0,20790,75.0,26.5,551219.0,551242.0,0.0,3.84,0.07
2344,2,6,12,2004,4.0,53919,66.0,27.5,1210262.0,1210312.0,0.0,8.44,0.06
2345,2,6,10,1988,3.0,166858,91.0,23.0,3833052.0,3833210.0,0.0,26.72,0.06
2346,2,6,4,1978,3.0,27317,35.0,35.6,809257.0,809291.0,0.0,5.64,0.08
2347,3,8,4,1963,5.0,28922,48.0,32.4,937635.0,937674.0,0.0,6.54,0.09
2348,2,6,7,1921,4.0,104064,65.0,43.8,4571388.0,912735.0,3658690.0,200.68,1.89
2349,2,6,10,1988,4.0,44352,60.0,48.6,2154119.0,1028425.0,1125736.0,66.96,1.41
2352,2,16,8,1995,2.0,31680,100.0,71.3,2257945.0,1419890.0,838113.0,54.41,1.52
2353,2,6,8,1986,3.0,21303,71.0,27.9,593824.0,593849.0,0.0,4.14,0.07
2354,4,17,8,1980,4.0,23022,81.0,42.9,987989.0,826135.0,161888.0,14.36,0.47
2357,4,10,5,1962,1.0,31569,13.0,82.1,2708863.0,753347.0,1955547.0,109.11,3.35
2358,4,10,5,1956,1.0,22509,73.0,5.9,132105.0,132110.0,0.0,0.92,0.02
2359,4,10,5,1956,1.0,39984,64.0,35.2,1406987.0,484338.0,922669.0,52.38,1.26
2361,2,6,5,1968,2.0,91907,62.0,37.7,3469285.0,2756644.0,712755.0,57.07,0.49
2362,2,6,10,1978,4.0,20844,82.0,24.0,500819.0,500840.0,0.0,3.49,0.06
2363,2,6,4,1998,3.0,26578,77.0,46.8,869772.0,475976.0,393815.0,24.23,0.83
2364,6,4,4,1925,2.0,73769,94.0,31.4,2313679.0,808312.0,1505400.0,85.59,1.11
2365,2,6,4,1984,4.0,24620,20.0,37.5,924121.0,924159.0,0.0,6.44,0.1
2366,2,6,4,1925,3.0,21512,89.0,40.8,668868.0,385924.0,282959.0,17.72,0.75
2367,2,6,4,1900,3.0,32960,97.0,45.4,1497886.0,143586.0,1354306.0,72.93,2.19
2368,4,19,4,1906,1.0,26440,90.0,26.3,695828.0,242048.0,453790.0,25.79,0.94
2369,2,6,9,1958,4.0,21312,56.0,36.5,777378.0,777410.0,0.0,5.42,0.1
2370,3,8,7,2004,5.0,71592,68.0,38.4,2291581.0,1876214.0,415445.0,35.14,0.38
2372,2,6,6,2007,4.0,158180,93.0,30.0,1651120.0,1183567.0,467602.0,33.09,0.18
2373,3,8,4,1919,5.0,40281,34.0,31.1,996583.0,996624.0,0.0,6.95,0.07
2374,2,6,12,1981,4.0,42084,82.0,25.7,957460.0,957500.0,0.0,6.67,0.06
2375,3,8,7,1968,5.0,23026,94.0,23.8,502254.0,502274.0,0.0,3.5,0.06
2378,2,6,7,1988,3.0,22392,86.0,25.6,574323.0,574346.0,0.0,4.0,0.07
2379,2,6,12,1984,4.0,26261,100.0,7.1,186270.0,186277.0,0.0,1.3,0.02
2380,2,6,9,1948,2.0,233540,100.0,30.1,1036866.0,1036909.0,0.0,7.23,0.01
2384,1,1,3,2002,12.0,205779,54.0,55.8,9289986.0,4958074.0,4332117.0,264.64,1.18
2385,4,4,1,2009,2.0,28500,90.0,39.9,1136111.0,707580.0,428561.0,27.69,0.86
2386,2,6,1,1968,3.0,29581,82.0,35.6,885021.0,561592.0,323452.0,21.09,0.63
2387,2,6,9,1968,4.0,24288,64.0,26.6,646994.0,647021.0,0.0,4.51,0.07
2388,3,8,3,1989,7.0,87645,95.0,29.7,2140476.0,1618999.0,521543.0,38.99,0.37
2389,1,1,3,1982,21.0,185506,1.0,84.9,11458215.0,10840865.0,617798.0,108.38,0.33
2391,3,8,4,2003,6.0,39090,30.0,40.8,1410554.0,1410612.0,0.0,9.83,0.1
2392,3,8,6,2009,7.0,138125,94.0,22.9,2634166.0,2634275.0,0.0,18.36,0.05
2393,2,6,1,1907,2.0,20736,91.0,21.4,443365.0,443384.0,0.0,3.09,0.06
2395,3,8,3,2005,6.0,79644,62.0,26.8,2133372.0,2133461.0,0.0,14.87,0.07
2396,3,8,4,1966,6.0,46351,75.0,26.6,1080203.0,1080248.0,0.0,7.53,0.06
2399,2,6,9,1963,4.0,28472,92.0,22.6,642825.0,642852.0,0.0,4.48,0.06
2400,2,6,9,1960,4.0,20884,49.0,30.8,759904.0,759935.0,0.0,5.3,0.1
2401,2,6,9,1978,4.0,31900,54.0,29.8,812013.0,812046.0,0.0,5.66,0.07
2402,2,6,2,1990,2.0,89549,41.0,36.9,3303036.0,2568090.0,735052.0,56.94,0.51
2403,2,6,2,1997,3.0,36260,53.0,30.0,1086093.0,1086139.0,0.0,7.57,0.08
2404,2,6,7,1989,4.0,29280,98.0,29.3,723424.0,388269.0,335171.0,20.51,0.64
2405,3,8,4,2001,6.0,119486,96.0,22.1,2637656.0,2637765.0,0.0,18.39,0.06
2411,4,17,6,1949,3.0,23355,80.0,37.2,815612.0,815646.0,0.0,5.69,0.09
2412,4,17,6,1965,4.0,30840,35.0,112.4,3420710.0,1751478.0,1669305.0,100.87,3.03
2414,2,6,9,2003,4.0,30315,4.0,51.4,1085439.0,1085484.0,0.0,7.57,0.1
2415,2,6,9,2005,4.0,30918,17.0,44.8,886599.0,886636.0,0.0,6.18,0.08
2417,2,16,9,1949,3.0,99941,98.0,65.6,5928881.0,2424966.0,3504015.0,203.0,1.93
2418,2,6,9,2005,4.0,46137,97.0,29.8,1008312.0,567005.0,441330.0,27.39,0.54
2420,4,19,1,1900,1.0,21850,100.0,14.5,316217.0,87633.0,228587.0,12.75,0.57
2421,1,1,4,1969,23.0,146102,7.0,58.3,5459657.0,3487704.0,1972098.0,129.05,0.78
2423,2,6,10,1987,4.0,36538,79.0,24.7,956481.0,956521.0,0.0,6.67,0.07
2424,3,8,12,1996,6.0,43222,96.0,19.3,835545.0,835580.0,0.0,5.82,0.05
2425,3,8,3,1997,5.0,301229,72.0,36.9,11110405.0,7739379.0,3371346.0,233.0,0.66
2427,1,1,9,1974,23.0,169565,14.0,50.2,6750112.0,5459792.0,1290548.0,106.6,0.49
2428,3,8,11,1964,5.0,20967,81.0,25.7,539271.0,539293.0,0.0,3.76,0.07
2429,3,8,12,1994,6.0,44188,98.0,29.5,1305578.0,790926.0,514685.0,32.85,0.67
2433,3,8,3,1900,6.0,78779,73.0,23.5,1848656.0,1248529.0,600179.0,40.58,0.45
2436,3,8,3,1914,5.0,42534,74.0,40.4,1718845.0,790261.0,928617.0,54.83,1.21
2438,4,3,3,1900,3.0,25450,98.0,19.6,497556.0,497576.0,0.0,3.47,0.05
2441,4,10,6,1938,1.0,23050,22.0,21.4,492187.0,492207.0,0.0,3.43,0.06
2443,4,14,9,1930,1.0,46059,77.0,36.8,1692851.0,1522982.0,169932.0,19.64,0.28
2444,2,6,9,1986,3.0,32331,97.0,25.9,600060.0,600084.0,0.0,4.18,0.05
2445,2,6,9,1988,4.0,40152,92.0,21.8,460010.0,460029.0,0.0,3.21,0.03
2446,3,8,9,1986,5.0,42189,87.0,28.1,892634.0,892671.0,0.0,6.22,0.06
2447,2,6,9,1985,4.0,84385,94.0,23.8,2006647.0,2006731.0,0.0,13.99,0.06
2448,2,6,9,1985,4.0,30964,95.0,24.0,575226.0,575250.0,0.0,4.01,0.05
2449,2,6,9,1983,4.0,40090,88.0,33.9,1164710.0,1164758.0,0.0,8.12,0.08
2450,2,6,9,1987,4.0,31034,97.0,26.7,591840.0,591865.0,0.0,4.13,0.05
2451,2,6,9,2000,3.0,29351,82.0,24.0,703298.0,703327.0,0.0,4.9,0.06
2452,3,8,3,2006,6.0,131500,42.0,39.2,4438838.0,2757642.0,1681310.0,108.52,0.74
2453,3,8,7,1963,8.0,29520,31.0,65.4,1608224.0,395509.0,1212732.0,67.17,2.22
2454,3,8,6,2008,5.0,36600,94.0,33.4,1021798.0,618993.0,402831.0,25.71,0.63
2455,3,8,8,1986,6.0,32400,61.0,29.3,948157.0,948197.0,0.0,6.61,0.08
2456,2,6,4,1988,4.0,54224,60.0,38.4,1312005.0,1312060.0,0.0,9.15,0.06
2457,2,6,4,1914,4.0,20928,73.0,45.8,957567.0,304008.0,653572.0,36.83,1.7
2459,3,8,9,1999,6.0,71510,87.0,45.5,1987073.0,1017493.0,969622.0,58.59,0.76
2460,3,8,9,1992,5.0,30169,100.0,15.6,381370.0,381386.0,0.0,2.66,0.03
2461,4,7,9,1970,2.0,23595,76.0,33.4,788976.0,771918.0,17090.0,6.29,0.13
2463,2,6,10,2008,3.0,52626,53.0,27.6,1125092.0,1125138.0,0.0,7.84,0.06
2464,3,8,1,2000,5.0,70161,2.0,70.1,5445828.0,3513305.0,1932669.0,127.14,1.6
2465,2,6,12,1967,3.0,115819,1.0,65.7,3361743.0,2387813.0,974029.0,68.38,0.5
2467,3,8,3,1905,7.0,50120,79.0,29.8,1192642.0,1192691.0,0.0,8.31,0.06
2470,4,17,3,1902,4.0,39030,99.0,19.5,756267.0,602651.0,153641.0,12.36,0.25
2471,4,17,3,1902,4.0,27838,71.0,48.3,1344512.0,1344568.0,0.0,9.37,0.13
2472,4,17,3,1909,3.0,47215,73.0,66.0,3039626.0,2042113.0,997598.0,67.22,1.24
2478,4,14,4,1916,2.0,36940,98.0,17.6,651493.0,651519.0,0.0,4.54,0.05
2480,4,14,4,1920,1.0,30240,78.0,37.8,1244824.0,1061540.0,183328.0,17.14,0.42
2482,2,6,4,1925,3.0,36148,69.0,75.4,2225134.0,344759.0,1880389.0,102.27,2.79
2484,2,6,9,1986,4.0,47332,93.0,30.9,1045640.0,1045684.0,0.0,7.29,0.06
2486,3,8,9,1986,6.0,46689,95.0,26.3,964074.0,964114.0,0.0,6.72,0.06
2488,2,6,3,1909,4.0,33887,19.0,65.3,2327611.0,918631.0,1409018.0,81.24,2.28
2490,2,6,3,1907,3.0,25600,89.0,47.1,1205617.0,246042.0,959585.0,52.68,2.02
2492,4,17,3,1979,3.0,35202,3.0,98.8,3295030.0,3295167.0,0.0,22.97,0.25
2493,2,6,4,1963,4.0,23150,80.0,34.4,622572.0,544574.0,78020.0,7.94,0.24
2494,2,6,4,1960,4.0,37151,96.0,24.7,919180.0,588422.0,330783.0,21.67,0.52
2495,3,8,4,2013,6.0,130284,50.0,66.6,6011742.0,3033443.0,2978425.0,179.33,1.28
2496,3,8,4,2012,6.0,24962,56.0,31.8,653366.0,653393.0,0.0,4.55,0.07
2497,3,8,4,1997,7.0,73830,74.0,32.6,1918306.0,1769983.0,148397.0,20.22,0.17
2498,3,8,4,1994,6.0,77577,90.0,40.6,2056814.0,1319991.0,736878.0,48.34,0.55
2499,4,16,4,1969,6.0,95117,1.0,106.8,7374529.0,4323320.0,3051388.0,192.2,1.83
2500,3,8,4,1926,7.0,54572,97.0,56.4,3078672.0,457245.0,2621446.0,142.41,2.57
2501,4,19,4,1910,2.0,24600,69.0,14.2,349139.0,252118.0,97031.0,6.91,0.24
2504,3,8,4,2001,8.0,208904,94.0,33.8,1916309.0,1850535.0,65850.0,16.4,0.04
2505,2,6,10,1989,4.0,21880,51.0,30.3,662424.0,662452.0,0.0,4.62,0.08
2507,2,6,2,1989,4.0,84415,92.0,26.0,1645996.0,1646064.0,0.0,11.47,0.05
2508,2,6,12,1978,4.0,22000,100.0,7.1,155388.0,155394.0,0.0,1.08,0.02
2510,2,6,7,1920,4.0,57212,34.0,32.3,1528236.0,1528300.0,0.0,10.65,0.07
2511,2,6,2,1990,2.0,131307,57.0,44.8,5883488.0,5647163.0,236559.0,51.93,0.21
2513,2,6,12,1966,4.0,39757,68.0,27.0,973283.0,973324.0,0.0,6.79,0.07
2514,4,2,12,1961,3.0,54863,100.0,18.7,2057288.0,2057373.0,0.0,14.34,0.1
2515,2,6,4,1910,3.0,27328,79.0,47.5,1299232.0,242921.0,1056322.0,57.79,2.08
2516,2,6,4,1958,3.0,23200,1.0,64.9,1505709.0,1485937.0,19833.0,11.41,0.22
2517,2,6,4,1907,3.0,20457,60.0,67.3,1460213.0,244126.0,1216097.0,66.29,3.19
2525,4,17,4,1917,3.0,27544,86.0,46.4,1038667.0,871082.0,167621.0,14.97,0.41
2526,2,6,4,1910,3.0,21264,77.0,60.6,1314300.0,297630.0,1016683.0,56.07,2.58
2527,3,8,4,1992,6.0,63102,94.0,33.7,1444429.0,1444489.0,0.0,10.07,0.06
2529,3,8,12,2000,5.0,26442,94.0,29.5,780410.0,415413.0,365014.0,22.28,0.78
2530,1,1,4,1929,12.0,66924,86.0,77.5,5185053.0,693641.0,4491441.0,243.38,3.59
2532,3,8,1,2000,6.0,49310,59.0,40.1,1822684.0,1113165.0,709565.0,45.44,0.82
2534,2,6,7,1967,4.0,26294,81.0,24.2,636641.0,636668.0,0.0,4.44,0.06
2535,2,6,7,2005,4.0,36192,82.0,27.3,989257.0,794032.0,195258.0,15.91,0.35
2536,3,8,3,1911,6.0,31008,1.0,93.3,2892779.0,2450936.0,441944.0,40.56,0.97
2537,3,8,8,1979,5.0,53088,74.0,26.7,1417204.0,1417263.0,0.0,9.88,0.07
2538,2,6,12,1989,4.0,20407,20.0,28.9,490599.0,490620.0,0.0,3.42,0.06
2540,3,8,12,1991,5.0,21294,83.0,27.5,585443.0,585467.0,0.0,4.08,0.07
2541,3,8,12,1991,5.0,30796,79.0,28.7,610512.0,610537.0,0.0,4.26,0.05
2543,3,8,2,1999,5.0,80083,95.0,27.3,1551294.0,1551358.0,0.0,10.81,0.05
2544,3,8,2,2009,6.0,47321,95.0,33.1,1565475.0,1565540.0,0.0,10.91,0.09
2546,3,8,7,1966,5.0,61107,95.0,23.3,1399992.0,1400050.0,0.0,9.76,0.06
2548,2,6,4,1984,4.0,42720,44.0,31.7,1355558.0,1355615.0,0.0,9.45,0.08
2549,2,6,4,1909,3.0,21892,100.0,21.7,476069.0,192873.0,283204.0,16.39,0.71
2550,3,8,7,1992,8.0,80705,90.0,24.7,1991497.0,1523583.0,467978.0,35.48,0.36
2552,4,19,0,1956,2.0,21562,29.0,39.3,827042.0,196508.0,630542.0,34.86,1.58
2553,3,8,4,1960,5.0,31570,95.0,30.4,958725.0,689662.0,269092.0,19.1,0.51
2556,6,4,4,1925,3.0,38297,82.0,53.7,2057679.0,571503.0,1486200.0,82.92,2.1
2558,2,6,4,1988,3.0,36702,92.0,18.9,694189.0,694218.0,0.0,4.84,0.05
2559,2,6,4,1922,2.0,46613,43.0,58.4,2024319.0,1109932.0,914433.0,56.3,1.11
2561,2,6,12,1958,3.0,25016,88.0,22.5,563454.0,563477.0,0.0,3.93,0.06
2562,2,6,12,1989,3.0,26896,90.0,21.8,585959.0,585983.0,0.0,4.08,0.06
2565,3,8,7,2009,5.0,62190,28.0,44.8,2569733.0,1579545.0,990254.0,63.6,0.91
2566,2,6,7,1979,4.0,26472,71.0,19.1,504656.0,504677.0,0.0,3.52,0.05
2567,3,8,7,1993,5.0,92342,27.0,44.6,4114763.0,2836202.0,1278679.0,87.68,0.82
2568,4,19,11,1968,1.0,24200,14.0,49.2,1191803.0,533712.0,658113.0,38.67,1.5
2569,3,8,4,1998,5.0,33274,97.0,39.9,1085183.0,661220.0,423990.0,27.13,0.73
2570,2,6,4,1948,2.0,31457,86.0,56.2,1183967.0,244583.0,939394.0,51.6,1.61
2571,2,6,4,1917,4.0,26246,44.0,80.0,2100722.0,266011.0,1834722.0,99.3,3.74
2572,2,6,7,1961,4.0,32615,89.0,19.6,575723.0,575747.0,0.0,4.01,0.05
2574,3,8,12,2002,6.0,25800,91.0,23.7,610531.0,610556.0,0.0,4.26,0.06
2575,3,8,10,1998,5.0,82514,93.0,24.9,2057457.0,1429761.0,627755.0,43.31,0.45
2576,2,6,7,1977,3.0,22202,81.0,23.4,519138.0,519160.0,0.0,3.62,0.06
2577,2,6,12,1989,4.0,71280,55.0,33.8,1646172.0,1646240.0,0.0,11.48,0.06
2581,2,6,4,1917,3.0,22160,97.0,27.1,600543.0,311700.0,288855.0,17.51,0.73
2582,2,6,4,1923,3.0,24650,95.0,34.9,860443.0,423542.0,436919.0,26.16,0.99
2583,2,6,4,1914,3.0,30040,85.0,49.0,1473334.0,307621.0,1165726.0,64.06,2.09
2584,2,6,4,1990,3.0,36885,83.0,27.8,763693.0,763725.0,0.0,5.32,0.06
2585,3,8,4,2000,5.0,49649,95.0,25.5,833938.0,833972.0,0.0,5.81,0.04
2586,2,6,4,1955,3.0,28094,65.0,32.4,911366.0,911404.0,0.0,6.35,0.09
2587,2,6,4,1927,4.0,22795,93.0,46.5,1059424.0,202164.0,857268.0,46.94,2.02
2588,3,8,6,2013,7.0,289076,99.0,21.4,4222682.0,4185780.0,37074.0,31.15,0.05
2589,2,6,10,1987,3.0,32962,91.0,24.2,653139.0,653166.0,0.0,4.55,0.05
2591,4,4,10,1938,2.0,23222,57.0,81.5,1223296.0,244066.0,979240.0,53.71,2.27
2592,2,6,10,1995,3.0,63590,73.0,25.3,1241917.0,1241968.0,0.0,8.66,0.05
2593,2,6,10,1986,3.0,23346,60.0,37.6,876871.0,876908.0,0.0,6.11,0.1
2595,3,8,4,1908,5.0,27320,65.0,27.7,756196.0,756227.0,0.0,5.27,0.07
2597,2,6,4,1924,3.0,27792,85.0,32.4,901679.0,515142.0,386558.0,24.12,0.79
2598,3,8,4,1908,5.0,23600,28.0,76.5,1804375.0,339372.0,1465017.0,80.17,3.34
2599,4,4,4,1904,3.0,48783,49.0,79.4,3874632.0,1505205.0,2369489.0,136.34,2.66
